name,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name
Ikkakumon,Digimon,ST21-03,4.0,4.0,2.0,,,[Digivolve] Lv.3 w/[ADVENTURE] trait: Cost 2,Blue,,Sea Beast,ADVENTURE,,4000.0,Vaccine,C,,,"[Security] At the end of the battle, play this card without paying the cost.
[On Play] [When Digivolving] Trash the top 2 digivolution cards of 1 of your opponent's Digimon. Then, 1 of their Digimon with no digivolution cards can't attack or block until their turn ends.","[When Attacking] [Once Per Turn] If you have 7 or fewer cards in your hand, ＜Draw 1＞ (Draw 1 card from your deck.)",[Digivolve] Lv.3 w/[ADVENTURE] trait: Cost 2,Digimon Card Game,ikkakumon-st21-03,2025-03-08 18:01:19,Ikkakumon,622986.0,['ST-21: Starter Deck Hero of Hope']
Impact of Knowledge,Option,BT15-095,,3.0,,,,,Green,,,,,,,U,,,"[Main] Suspend 1 of your opponent's Digimon. Then, if you have a Tamer with [Izzy Izumi] in its name, until the end of your opponent's turn, 1 of your opponent's Digimon gains ""[On Deletion] Trash the top card of your security stack.""","Security Effect [Security] Suspend 1 of your opponent's Digimon. Then, add this card to the hand.",,Digimon Card Game,clash-of-knowledge-bt15-095,2024-05-27 15:14:30,Impact of Knowledge,537632.0,['BT-15: Booster Exceed Apocalypse']
Impmon,Digimon,BT2-068,3.0,3.0,0.0,Purple,2.0,,Purple,,Evil,,Rookie,1000.0,Virus,C,Rookie,,[On Deletion] Trash the top 3 cards of your deck.,,,Digimon Card Game,impmon-bt2-068,2024-05-27 15:14:30,Impmon,230043.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution', 'Memorial Collection 02', 'PB-08: Digimon Tamers Playmat', 'ST-14: Advanced Deck Set Beelzemon']"
Impmon,Digimon,BT6-068,3.0,3.0,0.0,Purple,,,Purple,,Evil,,,2000.0,Virus,U,,,"[On Play] You may trash 1 card in your hand. If you do, return 1 Digimon card with the [Seven Great Demon Lords] or [Three Musketeers] trait from your trash to your hand.",,,Digimon Card Game,impmon-bt6-068,2024-05-27 15:14:30,Impmon,249744.0,['BT-06: Booster Double Diamond']
Impmon,Digimon,BT19-067,3.0,4.0,0.0,,,,Purple,,Evil,,,2000.0,Virus,C,,,"[On Play] If you have 1 or fewer Tamers, you may play 1 purple Tamer with a play cost of 4 or less from your trash without paying the cost.","＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)",,Digimon Card Game,impmon-bt19-067,2024-09-09 08:05:02,Impmon,607277.0,"['BT-19: Booster Xros Evolution', 'BT19-20: Special Booster Ver.2.5']"
Impmon,Digimon,BT20-061,3.0,3.0,1.0,,,[Digivolve] [Yaamon]: Cost 0,Purple,Red,Evil,LIBERATOR,,1000.0,Virus,U,,,"[On Play] Reveal the top 3 cards of your deck. Add 1 card with the [Evil], [Dark Dragon] or [Evil Dragon] trait and 1 [Yuuki] among them to the hand. Return the rest to the bottom of the deck.",[Your Turn] This Digimon gets +2000 DP.,[Digivolve] [Yaamon]: Cost 0,Digimon Card Game,impmon-bt20-061,2025-01-03 06:01:43,Impmon - BT20-061,609564.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
Impmon (X Antibody),Digimon,BT12-073,3.0,4.0,0.0,,,[Digivolve] [Impmon]: Cost 0,Purple,,Evil,X Antibody,,2000.0,Virus,C,,,"[On Play] [When Digivolving] By trashing 1 Option card in your hand, you may return 1 Digimon card with the [Evil], [Wizard] or [Demon Lord] trait from your trash to your hand.",[When Attacking] [Once Per Turn] Trash the top 2 cards of your deck.,[Digivolve] [Impmon]: Cost 0,Digimon Card Game,impmon-x-antibody-bt12-073,2024-05-27 15:14:30,Impmon (X Antibody),493412.0,['BT-12: Booster Across Time']
Impulse Memory Boost!,Option,BT10-100,,3.0,,,,,Yellow,,,,,,,C,,,"[Main] You may play 1 [Pulsemon] from your hand without paying its memory cost. Then, place this card in your battle area.
[Main] ＜Delay＞ (By trashing this card after the placing turn, activate the effect below.)
・Gain 2 memory.",Security Effect [Security] Place this card in the battle area.,,Digimon Card Game,impulse-memory-boost-bt10-100,2024-05-27 15:14:30,Impulse Memory Boost!,450371.0,['BT-10: Booster Xros Encounter']
Indramon,Digimon,EX5-009,5.0,7.0,,,,,Red,,Holy Beast,Deva,,7000.0,Virus,C,,,"[On Play] ＜Draw 1＞ (Draw 1 card from your deck.) Then, you may play 1 [Deva] trait Digimon card without the same name as the cards in your battle area or trash from your hand to an empty space in your breeding area without paying the cost.
[On Deletion] ＜Draw 1＞ (Draw 1 card from your deck.)","[Your Turn] While this Digimon has the [Four Sovereigns] or [God Beast] trait, it gains ＜Security A. +1＞ (This Digimon checks 1 additional security card.)",,Digimon Card Game,indramon-ex5-009,2024-05-27 15:14:30,Indramon,529793.0,['EX-05: Theme Booster Animal Colosseum']
Infermon,Digimon,BT5-067,5.0,7.0,3.0,Black,4.0,,Black,,Unidentified,,Ultimate,6000.0,Unknown,U,Ultimate,,"Your [Keramon] can digivolve into this card in your hand for a memory cost of 4, ignoring this card's digivolution requirements.",[On Deletion] You may play 1 [Diaboromon] Token without paying the cost. (Digimon/Cost 14/Lv.6/White/Mega/Unknown/Unidentified/3000 DP),,Digimon Card Game,infermon-bt5-067,2024-05-27 15:14:30,Infermon,245667.0,['BT-05: Booster Battle Of Omni']
Infermon,Digimon,EX6-041,5.0,7.0,3.0,,,,Black,,Unidentified,,,7000.0,Unknown,U,,,"[On Play] [When Digivolving] By deleting 1 of your Digimon with [Diaboromon] in its name, this Digimon may digivolve into [Diaboromon] in your hand without paying the cost.","[All Turns] [Once Per Turn] When one of your other Digimon with [Diaboromon] in its name is played, ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.)",,Digimon Card Game,infermon-ex6-041,2024-05-27 15:14:30,Infermon,555240.0,['EX-06: Theme Booster Infernal Ascension']
Infermon,Digimon,BT17-055,5.0,7.0,3.0,Black,4.0,,Black,,Unidentified,,Ultimate,7000.0,Unknown,C,Ultimate,,"[When Digivolving] ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.) Then, 1 of your opponent's Digimon with a play cost 8 or less can't attack players until the end of their turn.","[All Turns] [Once Per Turn] When you play another Digimon with [Diaboromon] in its name, ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.).",,Digimon Card Game,infermon-bt17-055,2024-05-27 15:14:30,Infermon,558462.0,['BT-17: Booster Secret Crisis']
Infermon,Digimon,BT22-059,5.0,7.0,3.0,,,[Digivolve] Lv.4 w/[CS] trait: Cost 3,Black,,Unidentified,CS,,7000.0,Unknown,U,,,"[On Play] [When Digivolving] Delete 1 of your opponent's Digimon with a play cost of 5 or less. Then, if you have [Arata Sanada] or [Eater Adam], your opponent's effects can't reduce this Digimon's DP or return it to hands or decks until their turn ends.","[All Turns] [Once Per Turn] When any of your Digimon with the [Unidentified] trait are deleted, you may play 1 [Diaboromon] Token without paying the cost. (Digimon/Cost 14/Lv.6/White/Mega/Unknown/Unidentified/3000 DP)",[Digivolve] Lv.4 w/[CS] trait: Cost 3,Digimon Card Game,infermon-bt22-059,2025-06-18 18:01:04,,,['BT-22: Booster Cyber Eden']
Innocence Blizzard,Option,BT8-098,,3.0,,,,,Blue,,,,,,,U,,,"[Main] Trash the bottom digivolution card of all of your opponent's Digimon. Then, up to 3 of your opponent's Digimon with no digivolution cards can't attack or block until the end of your opponent's next turn.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,innocence-blizzard-bt8-098,2024-05-27 15:14:30,Innocence Blizzard,271349.0,['BT-08: Booster New Awakening']
Invincible Dragon-Insect Fusion,Option,BT16-092,,3.0,,,,,Blue,Green,,,,,,U,,,"[Main] You may play 1 [ExVeemon] or [Stingmon] from your hand without paying the cost. Then, 2 of your Digimon may DNA digivolve into a Digimon card in your hand. Until the end of your opponent's turn, the Digimon this effect DNA digivolved can't be deleted in battle and gains ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.).","Security Effect [Security] You may play 1 [Veemon] or [Wormmon] from your hand or trash without paying the cost. Then, add this card to the hand.",,Digimon Card Game,invincible-dragon-insect-combo-bt16-092,2024-05-27 15:14:30,Invincible Dragon-Insect Fusion,546694.0,['BT-16: Booster Beginning Observer']
Island of Adventure,Option,ST20-15,,2.0,,,,,White,,ADVENTURE,,,,,U,,,"While you have no face-up [Island of Adventure] security cards, you can ignore this card's color requirements.
[Security] [All Turns] All of your level 3 or higher Digimon get +2000 DP.
[Main] Add your top security card to the hand. Then, place this card face up as the top security card.",Security Effect [Security] You may play 1 Tamer card from your hand without paying the cost.,,Digimon Card Game,island-of-adventure-st20-15,2025-03-11 06:00:33,Island of Adventure,623026.0,[]
Jack Raid,Option,BT4-111,,0.0,,,,,Purple,,,,,,,C,,,"[Main] For every 10 cards in your trash, gain 1 memory.",Security Effect [Security] Gain 2 memory.,,Digimon Card Game,jack-raid-bt4-111,2024-05-27 15:14:30,Jack Raid,238238.0,['BT-04: Booster Great Legend']
Jagamon,Digimon,BT1-078,5.0,7.0,3.0,Green,4.0,,Green,,Vegetation,,Ultimate,7000.0,Vaccine,U,Ultimate,,[When Attacking] Reveal the top 3 cards of your deck. You can digivolve this card into 1 level 6 green Digimon card among them without paying its memory cost. Place the remaining cards at the bottom of your deck in any order.,,,Digimon Card Game,jagamon-bt1-078,2024-05-27 15:14:30,Jagamon,229922.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution', 'Tamer Battle Pack 12']"
Jagamon,Digimon,EX7-045,5.0,7.0,3.0,,,[Digivolve] Lv.4 w/[NSp] trait: Cost 3,Black,,Vegetation,NSp,,7000.0,Vaccine,C,,,"[On Play] ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.)
[Opponent's Turn] All of your Digimon with the [NSp] trait gain ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.).",,[Digivolve] Lv.4 w/[NSp] trait: Cost 3,Digimon Card Game,jagamon-ex7-045,2024-05-27 15:14:30,Jagamon,564990.0,['EX-07: Extra Booster Digimon Liberator']
Jagamon,Digimon,BT12-054,5.0,7.0,3.0,,,,Green,,Vegetation,,,7000.0,Vaccine,C,,,[On Deletion] You may play up to 2 [Yakiimon] or [Potamon] cards from your hand without paying their memory costs.,,,Digimon Card Game,jagamon-bt12-054,2024-05-27 15:14:30,Jagamon,493607.0,['BT-12: Booster Across Time']
Jazamon,Digimon,ST5-02,3.0,2.0,1.0,Black,2.0,,Black,,Bird Dragon,,Rookie,4000.0,Data,C,Rookie,,,,,Digimon Card Game,jazamon-st5-02,2024-05-27 15:14:30,Jazamon,238136.0,['ST-5: Starter Deck Machine Black']
Jazamon,Digimon,EX3-047,3.0,3.0,0.0,,,,Black,,Bird Dragon,,,1000.0,Data,U,,,"[Your Turn] [Once Per Turn] When you play [Hina Kurihara], gain 1 memory.","[All Turns] While this Digimon has an [On Play] effect, it gets +1000 DP.",,Digimon Card Game,jazamon-ex3-047,2024-05-27 15:14:30,Jazamon,452944.0,['EX-03: Theme Booster Draconic Roar']
Jazardmon,Digimon,ST5-07,4.0,5.0,2.0,Black,3.0,,Black,,Machine Dragon,,Champion,6000.0,Data,C,Champion,,,,,Digimon Card Game,jazardmon-st5-07,2024-05-27 15:14:30,Jazardmon,238152.0,['ST-5: Starter Deck Machine Black']
Jazardmon,Digimon,EX3-048,4.0,4.0,2.0,,,,Black,,Machine Dragon,,,4000.0,Data,U,,,"[On Play] Reveal the top 4 cards of your deck. Add 1 Digimon card with the [Rock Dragon], [Earth Dragon], [Bird Dragon], [Machine Dragon] or [Sky Dragon] trait and 1 [Hina Kurihara] among them to your hand. Place the rest at the bottom of your deck in any order.","[All Turns] While this Digimon has an [On Play] effect, it gets +1000 DP.",,Digimon Card Game,jazardmon-ex3-048,2024-05-27 15:14:30,Jazardmon,452945.0,['EX-03: Theme Booster Draconic Roar']
Jazardmon,Digimon,EX7-042,4.0,5.0,2.0,,,,Black,,Machine Dragon,,,4000.0,Data,C,,,"[On Play] By trashing 1 card with the [Rock Dragon] or [Earth Dragon] trait, ＜Draw 2＞ (Draw 2 cards from your deck.)
[When Digivolving] If you have 1 or less Tamers, you may play 1 [Hina Kurihara] from your hand without paying the cost.",[Opponent's Turn] This Digimon gets +2000 DP.,,Digimon Card Game,jazardmon-ex7-042,2024-05-27 15:14:30,Jazardmon,564984.0,['EX-07: Extra Booster Digimon Liberator']
Jazarichmon,Digimon,EX7-046,5.0,7.0,3.0,,,,Black,,Machine Dragon,,,7000.0,Data,U,,,"[On Play] ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.)
[When Digivolving] If your opponent doesn't have a level 5 or higher Digimon, gain 1 memory.","[Opponent's Turn] [Once Per Turn] When an opponent's Digimon attacks, you may change the attack target to this Digimon.",,Digimon Card Game,jazarichmon-ex7-046,2024-05-27 15:14:30,Jazarichmon,564992.0,['EX-07: Extra Booster Digimon Liberator']
Jellymon,Digimon,LM-002,3.0,3.0,0.0,Blue,2.0,,Blue,,Mollusk,,Rookie,1000.0,Data,U,Rookie,,"[Start of Your Main Phase] If you have 7 or fewer cards in your hand, ＜Draw 1＞ (Draw 1 card from your deck.)","[When Attacking] If you have 7 or fewer cards in your hand, ＜Draw 1＞ (Draw 1 card from your deck.)",,Digimon Card Game,jellymon-lm-002,2024-05-27 15:14:30,Jellymon,538428.0,['LM-01: Limited Card Pack Digimon Ghost Game']
Jellymon,Digimon,RB1-011,3.0,3.0,0.0,Blue,2.0,,Blue,,Mollusk,,Rookie,1000.0,Data,U,Rookie,,[On Play] Reveal the top 3 cards of your deck. Add 1 card with [Jellymon] in its text and 1 [Kiyoshiro Higashimitarai] among them to your hand. Place the remaining cards at the bottom of your deck in any order.,"[Your Turn] [Once Per Turn] When one of your effects trashes a card in your hand, gain 1 memory.",,Digimon Card Game,jellymon-rb1-011,2024-05-27 15:14:30,Jellymon,514454.0,"['Box Promotion Pack: Resurgence Booster', 'RB-01: Resurgence Booster']"
Jellymon,Digimon,BT13-023,3.0,3.0,0.0,,,,Blue,,Mollusk,,,1000.0,Data,C,,,"＜Evade＞ (When this Digimon would be deleted, you may suspend it to prevent that deletion.)",[When Attacking] Trash the bottom digivolution card of 1 of your opponent's Digimon.,,Digimon Card Game,jellymon-bt13-023,2024-05-27 15:14:30,Jellymon,504277.0,['BT-13: Booster Versus Royal Knights']
Jeri Kato,Tamer,EX2-058,,4.0,,,,,Blue,,,,,,,U,,,"[On Play] You may play 1 [Leomon] from your hand without paying its memory cost.
[Opponent's Turn] When an opponent's Digimon attacks, you may suspend this Tamer to ＜Draw 1＞ (Draw 1 card from your deck.)",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,jeri-kato-ex2-058,2024-05-27 15:14:30,Jeri Kato,274926.0,['EX-02: Theme Booster Digital Hazard']
JetMervamon,Digimon,BT12-084,6.0,13.0,5.0,Purple,5.0,"DigiXros Requirements [DigiXros -3] [Mervamon] x [Sparrowmon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Purple,Black,Enhancement,Xros Heart,,13000.0,Virus,U,,,"＜Armor Purge＞ (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion.)
[On Play] [When Digivolving] You may place 1 Digimon card with the [Xros Heart] trait from your hand or from under one of your Tamers under this Digimon as its bottom digivolution card. Then, if this Digimon has [Sparrowmon] in its digivolution cards, until the end of your opponent's turn, all of your Digimon gain ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.) and can't be returned to hands or decks.
[All Turns] [Once Per Turn] When one of your other Digimon is deleted, unsuspend this Digimon.",,"DigiXros Requirements [DigiXros -3] [Mervamon] x [Sparrowmon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Digimon Card Game,jetmervamon-bt12-084,2024-05-27 15:14:30,JetMervamon,493377.0,['BT-12: Booster Across Time']
JetSilphymon,Digimon,BT7-038,5.0,7.0,3.0,Yellow,4.0,,Yellow,,Cyborg,,Hybrid,7000.0,Variable,U,Hybrid,,"When one of your Digimon with a Tamer card in its digivolution cards would digivolve into this card in your hand, reduce the memory cost of the digivolution by 2.
[When Digivolving] If a card with the [Hybrid] trait is in this Digimon's digivolution cards, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.)",,,Digimon Card Game,jetsilphymon-bt7-038,2024-05-27 15:14:30,JetSilphymon,260893.0,['BT-07: Booster Next Adventure']
JetSilphymon,Digimon,BT18-053,5.0,8.0,4.0,,,[Digivolve] Green/Red Lv.4 w/[Hybrid] trait: Cost 3,Green,Red,Cyborg,,Hybrid,8000.0,Variable,U,Hybrid,,"[Hand] [Main] By placing 1 [Kazemon] and [Zephyrmon] from your trash under 1 of your green or red Tamers, that Tamer digivolves into this card for digivolution cost of 3, ignoring its digivolution requirements.
＜Raid＞ (When this Digimon attacks, you may switch the target of attack to 1 of your opponent's unsuspended Digimon with the highest DP.)
[When Digivolving] Suspend 1 of your opponent's Digimon or Tamers. It can't unsuspend until the end of their turn.",[All Turns] This Digimon gets +2000 DP.,[Digivolve] Green/Red Lv.4 w/[Hybrid] trait: Cost 3,Digimon Card Game,jetsilphymon-bt18-053,2024-06-17 12:01:55,JetSilphymon,586834.0,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
JewelBeemon,Digimon,ST9-12,5.0,6.0,2.0,Green,4.0,,Green,,Insectoid,,,7000.0,Vaccine,C,,,,,,Digimon Card Game,jewelbeemon-st9-12,2024-05-27 15:14:30,JewelBeemon,268088.0,['ST-9: Starter Deck Ultimate Ancient Dragon']
JewelBeemon,Digimon,BT3-053,5.0,7.0,3.0,Green,4.0,,Green,,Insectoid,,Ultimate,10000.0,Vaccine,C,Ultimate,,,,,Digimon Card Game,jewelbeemon-bt3-053,2024-05-27 15:14:30,JewelBeemon,231014.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Jijimon,Digimon,BT5-043,6.0,10.0,2.0,Yellow,5.0,,Yellow,,Ancient,,Mega,10000.0,Vaccine,U,Mega,,[On Deletion] ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.),,,Digimon Card Game,jijimon-bt5-043,2024-05-27 15:14:30,Jijimon,245178.0,['BT-05: Booster Battle Of Omni']
Jijimon,Digimon,BT14-040,6.0,11.0,3.0,Yellow,5.0,,Yellow,,Ancient,,Mega,11000.0,Vaccine,U,Mega,,"[On Play] [When Digivolving] You may place 1 Tamer card from your hand on top of your security stack.
[All Turns] [Once Per Turn] When you play a Tamer, you may play 1 level 3 Digimon from your hand without paying its cost.",,,Digimon Card Game,jijimon-bt14-040,2024-05-27 15:14:30,Jijimon,525693.0,['BT-14: Booster Blast Ace']
